"id","sentiment"
"0_10",0.537591483699
"0_2",0.439121756487
"10000_4",0.399268130406
"10000_7",0.627811044578
"10001_1",0.395608782435
"10001_9",0.535928143713
"10002_3",0.502860944777
"10002_8",0.53872255489
"10003_3",0.516566866267
"10003_8",0.596074517631
"10004_2",0.46620093147
"10004_9",0.604258150366
"10005_2",0.491683300067
"10005_8",0.559813705921
"10006_2",0.391483699268
"10006_7",0.507584830339
"10007_10",0.555555555556
"10007_4",0.441117764471
"10008_4",0.482568196939
"10008_8",0.631004657352
"10009_10",0.583233532934
"10009_3",0.458549567532
"1000_3",0.453293413174
"1000_9",0.535595475715
"10010_2",0.502328675981
"10010_9",0.612109115103
"10011_1",0.449035262808
"10011_9",0.562075848303
"10012_1",0.358083832335
"10012_9",0.512707917498
"10013_4",0.484697272122
"10013_9",0.569793745842
"10014_2",0.492614770459
"10014_7",0.52248835662
"10015_4",0.50252827678
"10015_8",0.546972721224
"10016_3",0.466866267465
"10016_8",0.576447105788
"10017_1",0.494145043247
"10017_8",0.529607451763
"10018_1",0.50499001996
"10018_8",0.503459747172
"10019_1",0.377910844977
"10019_8",0.583898868929
"1001_10",0.58995342648
"1001_4",0.415236194278
"10020_1",0.378443113772
"10020_8",0.541383898869
"10021_3",0.45129740519
"10021_9",0.521823020625
"10022_10",0.578043912176
"10022_4",0.397737857618
"10023_4",0.512574850299
"10023_8",0.54125083167
"10024_3",0.368263473054
"10024_9",0.482168995343
"10025_2",0.370725216234
"10025_8",0.565136393879
"10026_10",0.660412508317
"10026_3",0.478576180971
"10027_1",0.467332002661
"10027_8",0.497870924817
"10028_10",0.596473719228
"10028_3",0.435861610113
"10029_1",0.287957418496
"10029_10",0.556686626747
"1002_3",0.487890884897
"1002_9",0.535595475715
"10030_3",0.462009314704
"10030_7",0.53379906853
"10031_2",0.421689953426
"10031_8",0.513173652695
"10032_1",0.414371257485
"10032_8",0.577777777778
"10033_1",0.430605455755
"10033_8",0.548636061211
"10034_1",0.412574850299
"10034_9",0.554291417166
"10035_1",0.445908183633
"10035_10",0.566134397871
"10036_1",0.437391882901
"10036_10",0.573453093812
"10037_1",0.498935462409
"10037_7",0.629141716567
"10038_4",0.379773785762
"10038_7",0.476513639388
"10039_1",0.385096473719
"10039_8",0.504125083167
"1003_4",0.542648037259
"1003_8",0.54005322688
"10040_10",0.559481037924
"10040_2",0.487225548902
"10041_1",0.223286759814
"10041_8",0.51497005988
"10042_1",0.441916167665
"10042_8",0.568396540253
"10043_1",0.493546240852
"10043_10",0.608982035928
"10044_2",0.449035262808
"10044_8",0.555622089155
"10045_1",0.44125083167
"10045_7",0.552228875582
"10046_10",0.510379241517
"10046_4",0.499534264804
"10047_1",0.396673320027
"10047_10",0.599001996008
"10048_1",0.43619427811
"10048_8",0.569660678643
"10049_1",0.415502328676
"10049_8",0.533599467731
"1004_10",0.713572854291
"1004_4",0.507584830339
"10050_4",0.522421823021
"10050_8",0.567065868263
"10051_2",0.478310046574
"10051_8",0.611709913506
"10052_4",0.369860279441
"10052_7",0.583366600133
"10053_10",0.568196939454
"10053_4",0.528609447771
"10054_3",0.519294743846
"10054_7",0.600731869594
"10055_1",0.465868263473
"10055_10",0.541783100466
"10056_1",0.484298070526
"10056_8",0.567930805057
"10057_1",0.461144377911
"10057_8",0.548502994012
"10058_2",0.513306719894
"10058_8",0.539654025283
"10059_1",0.479840319361
"10059_10",0.532335329341
"1005_2",0.449434464405
"1005_7",0.508449767132
"10060_10",0.553892215569
"10060_3",0.439321357285
"10061_10",0.541982701264
"10061_4",0.474783765802
"10062_4",0.462275449102
"10062_9",0.485296074518
"10063_1",0.449634065203
"10063_10",0.544377910845
"10064_10",0.549367930805
"10064_2",0.495342648037
"10065_1",0.412375249501
"10065_8",0.591017964072
"10066_1",0.504125083167
"10066_7",0.473120425815
"10067_4",0.385828343313
"10067_7",0.554158349967
"10068_3",0.429673985363
"10068_8",0.63127079175
"10069_10",0.581370592149
"10069_3",0.43120425815
"1006_3",0.437924151697
"1006_8",0.505788423154
"10070_10",0.539188290086
"10070_3",0.451829673985
"10071_2",0.499733865602
"10071_8",0.624085163007
"10072_1",0.436726546906
"10072_10",0.582168995343
"10073_3",0.462741184298
"10073_7",0.476846307385
"10074_3",0.491616766467
"10074_7",0.559747172322
"10075_10",0.574451097804
"10075_3",0.453027278776
"10076_10",0.575449101796
"10076_3",0.378908848969
"10077_3",0.416966067864
"10077_7",0.530139720559
"10078_10",0.544843646041
"10078_3",0.444910179641
"10079_1",0.416167664671
"10079_10",0.533133732535
"1007_4",0.461077844311
"1007_9",0.525083166999
"10080_1",0.443379906853
"10080_10",0.598669328011
"10081_1",0.480771789754
"10081_10",0.498469727212
"10082_1",0.423819028609
"10082_8",0.535395874917
"10083_10",0.599733865602
